Date,LP_95,LP_92,LAD,LSD,LK,LIK,FUR_800,FUR_1500_High,FUR_1500_Low
2018-03-23,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0
2018-03-24,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0
2018-03-25,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0
2018-03-26,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0
2018-03-27,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0
2018-03-28,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0
2018-03-29,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0
2018-03-30,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0
2018-03-31,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0
2018-04-01,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0
2018-04-02,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0
2018-04-03,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0
2018-04-04,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0
2018-04-05,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0
2018-04-06,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0
2018-04-07,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0
2018-04-08,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0
2018-04-09,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0
2018-04-10,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0
2018-04-11,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0
2018-04-12,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0
2018-04-13,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0
2018-04-14,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0
2018-04-15,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0
2018-04-16,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0
2018-04-17,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0
2018-04-18,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0
2018-04-19,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0
2018-04-20,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0
2018-04-21,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0
2018-04-22,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0
2018-04-23,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0
2018-04-24,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0
2018-04-25,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0
2018-04-26,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0
2018-04-27,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0
2018-04-28,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0
2018-04-29,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0
2018-04-30,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0
2018-05-01,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0
2018-05-02,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0
2018-05-03,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0
2018-05-04,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0
2018-05-05,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0
2018-05-06,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0
2018-05-07,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0
2018-05-08,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0
2018-05-09,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0
2018-05-10,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0
2018-05-11,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0
2018-05-12,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0
2018-05-13,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0
2018-05-14,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0
2018-05-15,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0
2018-05-16,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0
2018-05-17,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0
2018-05-18,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0
2018-05-19,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0
2018-05-20,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0
2018-05-21,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0
2018-05-22,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0
2018-05-23,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0
2018-05-24,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0
2018-05-25,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0
2018-05-26,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0
2018-05-27,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0
2018-05-28,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0
2018-05-29,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0
2018-05-30,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0
2018-05-31,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0
2018-06-01,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0
2018-06-02,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0
2018-06-03,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0
2018-06-04,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0
2018-06-05,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0
2018-06-06,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0
2018-06-07,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0
2018-06-08,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0
2018-06-09,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0
2018-06-10,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0
2018-06-11,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0
2018-06-12,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0
2018-06-13,148.0,137.0,109.0,119.0,70.0,110.0,82.2,80.0,90.0
2018-06-14,148.0,137.0,109.0,119.0,70.0,110.0,82.2,80.0,90.0
2018-06-15,148.0,137.0,109.0,119.0,70.0,110.0,82.2,80.0,90.0
2018-06-16,148.0,137.0,109.0,119.0,70.0,110.0,82.2,80.0,90.0
2018-06-17,148.0,137.0,109.0,119.0,70.0,110.0,82.2,80.0,90.0
2018-06-18,148.0,137.0,109.0,119.0,70.0,110.0,82.2,80.0,90.0
2018-06-19,148.0,137.0,109.0,119.0,70.0,110.0,82.2,80.0,90.0
2018-06-20,148.0,137.0,109.0,119.0,70.0,110.0,82.2,80.0,90.0
2018-06-21,148.0,137.0,109.0,119.0,70.0,110.0,82.2,80.0,90.0
2018-06-22,148.0,137.0,109.0,119.0,70.0,110.0,82.2,80.0,90.0
2018-06-23,148.0,137.0,109.0,119.0,70.0,110.0,82.2,80.0,90.0
2018-06-24,148.0,137.0,109.0,119.0,70.0,110.0,82.2,80.0,90.0
2018-06-25,148.0,137.0,109.0,119.0,70.0,110.0,82.2,80.0,90.0
2018-06-26,148.0,137.0,109.0,119.0,70.0,110.0,82.2,80.0,90.0
2018-06-27,148.0,137.0,109.0,119.0,70.0,110.0,82.2,80.0,90.0
2018-06-28,148.0,137.0,109.0,119.0,70.0,110.0,82.2,80.0,90.0
2018-06-29,148.0,137.0,109.0,119.0,70.0,110.0,82.2,80.0,90.0
2018-06-30,148.0,137.0,109.0,119.0,70.0,110.0,82.2,80.0,90.0
2018-07-01,148.0,137.0,109.0,119.0,70.0,110.0,82.2,80.0,90.0
2018-07-02,148.0,137.0,109.0,119.0,70.0,110.0,82.2,80.0,90.0
2018-07-03,148.0,137.0,109.0,119.0,70.0,110.0,82.2,80.0,90.0
2018-07-04,148.0,137.0,109.0,119.0,70.0,110.0,82.2,80.0,90.0
2018-07-05,148.0,137.0,109.0,119.0,70.0,110.0,82.2,80.0,90.0
2018-07-06,148.0,137.0,109.0,119.0,70.0,110.0,82.2,80.0,90.0
2018-07-07,148.0,137.0,109.0,119.0,70.0,110.0,82.2,80.0,90.0
2018-07-08,148.0,137.0,109.0,119.0,70.0,110.0,82.2,80.0,90.0
2018-07-09,148.0,137.0,109.0,119.0,70.0,110.0,82.2,80.0,90.0
2018-07-10,148.0,137.0,109.0,119.0,70.0,110.0,82.2,80.0,90.0
2018-07-11,155.0,145.0,118.0,129.0,70.0,110.0,82.2,80.0,90.0
2018-07-12,155.0,145.0,118.0,129.0,70.0,110.0,82.2,80.0,90.0
2018-07-13,155.0,145.0,118.0,129.0,70.0,110.0,82.2,80.0,90.0
2018-07-14,155.0,145.0,118.0,129.0,70.0,110.0,82.2,80.0,90.0
2018-07-15,155.0,145.0,118.0,129.0,70.0,110.0,82.2,80.0,90.0
2018-07-16,155.0,145.0,118.0,129.0,70.0,110.0,82.2,80.0,90.0
2018-07-17,155.0,145.0,118.0,129.0,70.0,110.0,82.2,80.0,90.0
2018-07-18,155.0,145.0,118.0,129.0,70.0,110.0,82.2,80.0,90.0
2018-07-19,155.0,145.0,118.0,129.0,70.0,110.0,82.2,80.0,90.0
2018-07-20,155.0,145.0,118.0,129.0,70.0,110.0,82.2,80.0,90.0
2018-07-21,155.0,145.0,118.0,129.0,70.0,110.0,82.2,80.0,90.0
2018-07-22,155.0,145.0,118.0,129.0,70.0,110.0,82.2,80.0,90.0
2018-07-23,155.0,145.0,118.0,129.0,70.0,110.0,82.2,80.0,90.0
2018-07-24,155.0,145.0,118.0,129.0,70.0,110.0,82.2,80.0,90.0
2018-07-25,155.0,145.0,118.0,129.0,70.0,110.0,82.2,80.0,90.0
2018-07-26,155.0,145.0,118.0,129.0,70.0,110.0,82.2,80.0,90.0
2018-07-27,155.0,145.0,118.0,129.0,70.0,110.0,82.2,80.0,90.0
2018-07-28,155.0,145.0,118.0,129.0,70.0,110.0,82.2,80.0,90.0
2018-07-29,155.0,145.0,118.0,129.0,70.0,110.0,82.2,80.0,90.0
2018-07-30,155.0,145.0,118.0,129.0,70.0,110.0,82.2,80.0,90.0
2018-07-31,155.0,145.0,118.0,129.0,70.0,110.0,82.2,80.0,90.0
2018-08-01,155.0,145.0,118.0,129.0,70.0,110.0,82.2,80.0,90.0
2018-08-02,155.0,145.0,118.0,129.0,70.0,110.0,82.2,80.0,90.0
2018-08-03,155.0,145.0,118.0,129.0,70.0,110.0,82.2,80.0,90.0
2018-08-04,155.0,145.0,118.0,129.0,70.0,110.0,82.2,80.0,90.0
2018-08-05,155.0,145.0,118.0,129.0,70.0,110.0,82.2,80.0,90.0
2018-08-06,155.0,145.0,118.0,129.0,70.0,110.0,82.2,80.0,90.0
2018-08-07,155.0,145.0,118.0,129.0,70.0,110.0,82.2,80.0,90.0
2018-08-08,155.0,145.0,118.0,129.0,70.0,110.0,82.2,80.0,90.0
2018-08-09,155.0,145.0,118.0,129.0,70.0,110.0,82.2,80.0,90.0
2018-08-10,155.0,145.0,118.0,129.0,70.0,110.0,82.2,80.0,90.0
2018-08-11,157.0,145.0,118.0,130.0,70.0,110.0,82.2,80.0,90.0
2018-08-12,157.0,145.0,118.0,130.0,70.0,110.0,82.2,80.0,90.0
2018-08-13,157.0,145.0,118.0,130.0,70.0,110.0,82.2,80.0,90.0
2018-08-14,157.0,145.0,118.0,130.0,70.0,110.0,82.2,80.0,90.0
2018-08-15,157.0,145.0,118.0,130.0,70.0,110.0,82.2,80.0,90.0
2018-08-16,157.0,145.0,118.0,130.0,70.0,110.0,82.2,80.0,90.0
2018-08-17,157.0,145.0,118.0,130.0,70.0,110.0,82.2,80.0,90.0
2018-08-18,157.0,145.0,118.0,130.0,70.0,110.0,82.2,80.0,90.0
2018-08-19,157.0,145.0,118.0,130.0,70.0,110.0,82.2,80.0,90.0
2018-08-20,157.0,145.0,118.0,130.0,70.0,110.0,82.2,80.0,90.0
2018-08-21,157.0,145.0,118.0,130.0,70.0,110.0,82.2,80.0,90.0
2018-08-22,157.0,145.0,118.0,130.0,70.0,110.0,82.2,80.0,90.0
2018-08-23,157.0,145.0,118.0,130.0,70.0,110.0,82.2,80.0,90.0
2018-08-24,157.0,145.0,118.0,130.0,70.0,110.0,82.2,80.0,90.0
2018-08-25,157.0,145.0,118.0,130.0,70.0,110.0,82.2,80.0,90.0
2018-08-26,157.0,145.0,118.0,130.0,70.0,110.0,82.2,80.0,90.0
2018-08-27,157.0,145.0,118.0,130.0,70.0,110.0,82.2,80.0,90.0
2018-08-28,157.0,145.0,118.0,130.0,70.0,110.0,82.2,80.0,90.0
2018-08-29,157.0,145.0,118.0,130.0,70.0,110.0,82.2,80.0,90.0
2018-08-30,157.0,145.0,118.0,130.0,70.0,110.0,82.2,80.0,90.0
2018-08-31,157.0,145.0,118.0,130.0,70.0,110.0,82.2,80.0,90.0
2018-09-01,157.0,145.0,118.0,130.0,70.0,110.0,82.2,80.0,90.0
2018-09-02,157.0,145.0,118.0,130.0,70.0,110.0,82.2,80.0,90.0
2018-09-03,157.0,145.0,118.0,130.0,70.0,110.0,82.2,80.0,90.0
2018-09-04,157.0,145.0,118.0,130.0,70.0,110.0,92.0,96.0,96.0
2018-09-05,157.0,145.0,118.0,130.0,70.0,110.0,92.0,96.0,96.0
2018-09-06,157.0,145.0,118.0,130.0,70.0,110.0,92.0,96.0,96.0
2018-09-07,157.0,145.0,118.0,130.0,70.0,110.0,92.0,96.0,96.0
2018-09-08,157.0,145.0,118.0,130.0,70.0,110.0,92.0,96.0,96.0
2018-09-09,157.0,145.0,118.0,130.0,70.0,110.0,92.0,96.0,96.0
2018-09-10,157.0,145.0,118.0,130.0,70.0,110.0,92.0,96.0,96.0
2018-09-11,161.0,149.0,123.0,133.0,70.0,110.0,92.0,96.0,96.0
2018-09-12,161.0,149.0,123.0,133.0,70.0,110.0,92.0,96.0,96.0
2018-09-13,161.0,149.0,123.0,133.0,70.0,110.0,92.0,96.0,96.0
2018-09-14,161.0,149.0,123.0,133.0,70.0,110.0,92.0,96.0,96.0
2018-09-15,161.0,149.0,123.0,133.0,70.0,110.0,92.0,96.0,96.0
2018-09-16,161.0,149.0,123.0,133.0,70.0,110.0,92.0,96.0,96.0
2018-09-17,161.0,149.0,123.0,133.0,70.0,110.0,92.0,96.0,96.0
2018-09-18,161.0,149.0,123.0,133.0,70.0,110.0,92.0,96.0,96.0
2018-09-19,161.0,149.0,123.0,133.0,70.0,110.0,92.0,96.0,96.0
2018-09-20,161.0,149.0,123.0,133.0,70.0,110.0,92.0,96.0,96.0
2018-09-21,161.0,149.0,123.0,133.0,70.0,110.0,92.0,96.0,96.0
2018-09-22,161.0,149.0,123.0,133.0,70.0,110.0,92.0,96.0,96.0
2018-09-23,161.0,149.0,123.0,133.0,70.0,110.0,92.0,96.0,96.0
2018-09-24,161.0,149.0,123.0,133.0,70.0,110.0,92.0,96.0,96.0
2018-09-25,161.0,149.0,123.0,133.0,70.0,110.0,92.0,96.0,96.0
2018-09-26,161.0,149.0,123.0,133.0,70.0,110.0,92.0,96.0,96.0
2018-09-27,161.0,149.0,123.0,133.0,70.0,110.0,92.0,96.0,96.0
2018-09-28,161.0,149.0,123.0,133.0,70.0,110.0,92.0,96.0,96.0
2018-09-29,161.0,149.0,123.0,133.0,70.0,110.0,92.0,96.0,96.0
2018-09-30,161.0,149.0,123.0,133.0,70.0,110.0,92.0,96.0,96.0
2018-10-01,161.0,149.0,123.0,133.0,70.0,110.0,92.0,96.0,96.0
2018-10-02,161.0,149.0,123.0,133.0,70.0,110.0,92.0,96.0,96.0
2018-10-03,161.0,149.0,123.0,133.0,70.0,110.0,92.0,96.0,96.0
2018-10-04,161.0,149.0,123.0,133.0,70.0,110.0,92.0,96.0,96.0
2018-10-05,161.0,149.0,123.0,133.0,70.0,110.0,92.0,96.0,96.0
2018-10-06,161.0,149.0,123.0,133.0,70.0,110.0,92.0,96.0,96.0
2018-10-07,161.0,149.0,123.0,133.0,70.0,110.0,92.0,96.0,96.0
2018-10-08,161.0,149.0,123.0,133.0,70.0,110.0,92.0,96.0,96.0
2018-10-09,161.0,149.0,123.0,133.0,70.0,110.0,92.0,96.0,96.0
2018-10-10,161.0,149.0,123.0,133.0,70.0,110.0,92.0,96.0,96.0
2018-10-11,169.0,155.0,123.0,141.0,70.0,110.0,92.0,96.0,96.0
2018-10-12,169.0,155.0,123.0,141.0,70.0,110.0,92.0,96.0,96.0
2018-10-13,169.0,155.0,123.0,141.0,70.0,110.0,92.0,96.0,96.0
2018-10-14,169.0,155.0,123.0,141.0,70.0,110.0,92.0,96.0,96.0
2018-10-15,169.0,155.0,123.0,141.0,70.0,110.0,92.0,96.0,96.0
2018-10-16,169.0,155.0,123.0,141.0,70.0,110.0,92.0,96.0,96.0
2018-10-17,169.0,155.0,123.0,141.0,70.0,110.0,92.0,96.0,96.0
2018-10-18,169.0,155.0,123.0,141.0,70.0,110.0,92.0,96.0,96.0
2018-10-19,169.0,155.0,123.0,141.0,70.0,110.0,92.0,96.0,96.0
2018-10-20,169.0,155.0,123.0,141.0,70.0,110.0,92.0,96.0,96.0
2018-10-21,169.0,155.0,123.0,141.0,70.0,110.0,92.0,96.0,96.0
2018-10-22,169.0,155.0,123.0,141.0,70.0,110.0,92.0,96.0,96.0
2018-10-23,169.0,155.0,123.0,141.0,70.0,110.0,92.0,96.0,96.0
2018-10-24,169.0,155.0,123.0,141.0,70.0,110.0,92.0,96.0,96.0
2018-10-25,169.0,155.0,123.0,141.0,70.0,110.0,92.0,96.0,96.0
2018-10-26,169.0,155.0,123.0,141.0,70.0,110.0,92.0,96.0,96.0
2018-10-27,169.0,155.0,123.0,141.0,70.0,110.0,92.0,96.0,96.0
2018-10-28,169.0,155.0,123.0,141.0,70.0,110.0,92.0,96.0,96.0
2018-10-29,169.0,155.0,123.0,141.0,70.0,110.0,92.0,96.0,96.0
2018-10-30,169.0,155.0,123.0,141.0,70.0,110.0,92.0,96.0,96.0
2018-10-31,169.0,155.0,123.0,141.0,70.0,110.0,92.0,96.0,96.0
2018-11-01,169.0,155.0,123.0,141.0,70.0,110.0,92.0,96.0,96.0
2018-11-02,169.0,145.0,116.0,141.0,70.0,110.0,92.0,96.0,96.0
2018-11-03,169.0,145.0,116.0,141.0,70.0,110.0,92.0,96.0,96.0
2018-11-04,169.0,145.0,116.0,141.0,70.0,110.0,92.0,96.0,96.0
2018-11-05,169.0,145.0,116.0,141.0,70.0,110.0,92.0,96.0,96.0
2018-11-06,169.0,145.0,116.0,141.0,70.0,110.0,92.0,96.0,96.0
2018-11-07,169.0,145.0,116.0,141.0,70.0,110.0,92.0,96.0,96.0
2018-11-08,169.0,145.0,116.0,141.0,70.0,110.0,92.0,96.0,96.0
2018-11-09,169.0,145.0,116.0,141.0,70.0,110.0,92.0,96.0,96.0
2018-11-10,169.0,145.0,116.0,141.0,70.0,110.0,92.0,96.0,96.0
2018-11-11,169.0,145.0,116.0,141.0,70.0,110.0,92.0,96.0,96.0
2018-11-12,169.0,145.0,116.0,141.0,70.0,110.0,92.0,96.0,96.0
2018-11-13,169.0,145.0,116.0,141.0,70.0,110.0,92.0,96.0,96.0
2018-11-14,169.0,145.0,116.0,141.0,70.0,110.0,92.0,96.0,96.0
2018-11-15,169.0,145.0,116.0,141.0,70.0,110.0,92.0,96.0,96.0
2018-11-16,164.0,140.0,111.0,136.0,70.0,110.0,92.0,96.0,96.0
2018-11-17,164.0,140.0,111.0,136.0,70.0,110.0,92.0,96.0,96.0
2018-11-18,164.0,140.0,111.0,136.0,70.0,110.0,92.0,96.0,96.0
2018-11-19,164.0,140.0,111.0,136.0,70.0,110.0,92.0,96.0,96.0
2018-11-20,164.0,140.0,111.0,136.0,70.0,110.0,92.0,96.0,96.0
2018-11-21,164.0,140.0,111.0,136.0,70.0,110.0,92.0,96.0,96.0
2018-11-22,164.0,140.0,111.0,136.0,70.0,110.0,92.0,96.0,96.0
2018-11-23,164.0,140.0,111.0,136.0,70.0,110.0,92.0,96.0,96.0
2018-11-24,164.0,140.0,111.0,136.0,70.0,110.0,92.0,96.0,96.0
2018-11-25,164.0,140.0,111.0,136.0,70.0,110.0,92.0,96.0,96.0
2018-11-26,164.0,140.0,111.0,136.0,70.0,110.0,92.0,96.0,96.0
2018-11-27,164.0,140.0,111.0,136.0,70.0,110.0,92.0,96.0,96.0
2018-11-28,164.0,140.0,111.0,136.0,70.0,110.0,92.0,96.0,96.0
2018-11-29,164.0,140.0,111.0,136.0,70.0,110.0,92.0,96.0,96.0
2018-11-30,164.0,140.0,111.0,136.0,70.0,110.0,92.0,96.0,96.0
2018-12-01,159.0,135.0,106.0,131.0,70.0,110.0,92.0,96.0,96.0
2018-12-02,159.0,135.0,106.0,131.0,70.0,110.0,92.0,96.0,96.0
2018-12-03,159.0,135.0,106.0,131.0,70.0,110.0,92.0,96.0,96.0
2018-12-04,159.0,135.0,106.0,131.0,70.0,110.0,92.0,96.0,96.0
2018-12-05,159.0,135.0,106.0,131.0,70.0,110.0,92.0,96.0,96.0
2018-12-06,159.0,135.0,106.0,131.0,70.0,110.0,92.0,96.0,96.0
2018-12-07,159.0,135.0,106.0,131.0,70.0,110.0,92.0,96.0,96.0
2018-12-08,159.0,135.0,106.0,131.0,70.0,110.0,92.0,96.0,96.0
2018-12-09,159.0,135.0,106.0,131.0,70.0,110.0,92.0,96.0,96.0
2018-12-10,159.0,135.0,106.0,131.0,70.0,110.0,92.0,96.0,96.0
2018-12-11,159.0,135.0,106.0,131.0,70.0,110.0,92.0,96.0,96.0
2018-12-12,159.0,135.0,106.0,131.0,70.0,110.0,92.0,96.0,96.0
2018-12-13,159.0,135.0,106.0,131.0,70.0,110.0,92.0,96.0,96.0
2018-12-14,159.0,135.0,106.0,131.0,70.0,110.0,92.0,96.0,96.0
2018-12-15,159.0,135.0,106.0,131.0,70.0,110.0,92.0,96.0,96.0
2018-12-16,159.0,135.0,106.0,131.0,70.0,110.0,92.0,96.0,96.0
2018-12-17,159.0,135.0,106.0,131.0,70.0,110.0,92.0,96.0,96.0
2018-12-18,159.0,135.0,106.0,131.0,70.0,110.0,92.0,96.0,96.0
2018-12-19,159.0,135.0,106.0,131.0,70.0,110.0,92.0,96.0,96.0
2018-12-20,159.0,135.0,106.0,131.0,70.0,110.0,92.0,96.0,96.0
2018-12-21,159.0,135.0,106.0,131.0,70.0,110.0,92.0,96.0,96.0
2018-12-22,149.0,125.0,101.0,121.0,70.0,110.0,92.0,96.0,96.0
2018-12-23,149.0,125.0,101.0,121.0,70.0,110.0,92.0,96.0,96.0
2018-12-24,149.0,125.0,101.0,121.0,70.0,110.0,92.0,96.0,96.0
2018-12-25,149.0,125.0,101.0,121.0,70.0,110.0,92.0,96.0,96.0
2018-12-26,149.0,125.0,101.0,121.0,70.0,110.0,92.0,96.0,96.0
2018-12-27,149.0,125.0,101.0,121.0,70.0,110.0,92.0,96.0,96.0
2018-12-28,149.0,125.0,101.0,121.0,70.0,110.0,92.0,96.0,96.0
2018-12-29,149.0,125.0,101.0,121.0,70.0,110.0,92.0,96.0,96.0
2018-12-30,149.0,125.0,101.0,121.0,70.0,110.0,92.0,96.0,96.0
2018-12-31,149.0,125.0,101.0,121.0,70.0,110.0,92.0,96.0,96.0
2019-01-01,149.0,125.0,101.0,121.0,70.0,110.0,92.0,96.0,96.0
2019-01-02,149.0,125.0,101.0,121.0,70.0,110.0,92.0,96.0,96.0
2019-01-03,149.0,125.0,101.0,121.0,70.0,110.0,92.0,96.0,96.0
2019-01-04,149.0,125.0,101.0,121.0,70.0,110.0,92.0,96.0,96.0
2019-01-05,149.0,125.0,101.0,121.0,70.0,110.0,92.0,96.0,96.0
2019-01-06,149.0,125.0,101.0,121.0,70.0,110.0,92.0,96.0,96.0
2019-01-07,149.0,125.0,101.0,121.0,70.0,110.0,92.0,96.0,96.0
2019-01-08,149.0,125.0,101.0,121.0,70.0,110.0,92.0,96.0,96.0
2019-01-09,149.0,125.0,101.0,121.0,70.0,110.0,92.0,96.0,96.0
2019-01-10,149.0,125.0,101.0,121.0,70.0,110.0,92.0,96.0,96.0
2019-01-11,147.0,123.0,99.0,118.0,70.0,110.0,92.0,96.0,96.0
2019-01-12,147.0,123.0,99.0,118.0,70.0,110.0,92.0,96.0,96.0
2019-01-13,147.0,123.0,99.0,118.0,70.0,110.0,92.0,96.0,96.0
2019-01-14,147.0,123.0,99.0,118.0,70.0,110.0,92.0,96.0,96.0
2019-01-15,147.0,123.0,99.0,118.0,70.0,110.0,92.0,96.0,96.0
2019-01-16,147.0,123.0,99.0,118.0,70.0,110.0,92.0,96.0,96.0
2019-01-17,147.0,123.0,99.0,118.0,70.0,110.0,92.0,96.0,96.0
2019-01-18,147.0,123.0,99.0,118.0,70.0,110.0,92.0,96.0,96.0
2019-01-19,147.0,123.0,99.0,118.0,70.0,110.0,92.0,96.0,96.0
2019-01-20,147.0,123.0,99.0,118.0,70.0,110.0,92.0,96.0,96.0
2019-01-21,147.0,123.0,99.0,118.0,70.0,110.0,92.0,96.0,96.0
2019-01-22,147.0,123.0,99.0,118.0,70.0,110.0,92.0,96.0,96.0
2019-01-23,147.0,123.0,99.0,118.0,70.0,110.0,92.0,96.0,96.0
2019-01-24,147.0,123.0,99.0,118.0,70.0,110.0,92.0,96.0,96.0
2019-01-25,147.0,123.0,99.0,118.0,70.0,110.0,92.0,96.0,96.0
2019-01-26,147.0,123.0,99.0,118.0,70.0,110.0,92.0,96.0,96.0
2019-01-27,147.0,123.0,99.0,118.0,70.0,110.0,92.0,96.0,96.0
2019-01-28,147.0,123.0,99.0,118.0,70.0,110.0,92.0,96.0,96.0
2019-01-29,147.0,123.0,99.0,118.0,70.0,110.0,92.0,96.0,96.0
2019-01-30,147.0,123.0,99.0,118.0,70.0,110.0,92.0,96.0,96.0
2019-01-31,147.0,123.0,99.0,118.0,70.0,110.0,92.0,96.0,96.0
2019-02-01,147.0,123.0,99.0,118.0,70.0,110.0,92.0,96.0,96.0
2019-02-02,147.0,123.0,99.0,118.0,70.0,110.0,92.0,96.0,96.0
2019-02-03,147.0,123.0,99.0,118.0,70.0,110.0,92.0,96.0,96.0
2019-02-04,147.0,123.0,99.0,118.0,70.0,110.0,92.0,96.0,96.0
2019-02-05,147.0,123.0,99.0,118.0,70.0,110.0,92.0,96.0,96.0
2019-02-06,147.0,123.0,99.0,118.0,70.0,110.0,92.0,96.0,96.0
2019-02-07,147.0,123.0,99.0,118.0,70.0,110.0,92.0,96.0,96.0
2019-02-08,147.0,123.0,99.0,118.0,70.0,110.0,92.0,96.0,96.0
2019-02-09,147.0,123.0,99.0,118.0,70.0,110.0,92.0,96.0,96.0
