Date,LP_95,LP_92,LAD,LSD,LK,LIK,FUR_800,FUR_1500_High,FUR_1500_Low,Crude_Oil_USD,Exchange Rate,GDP_USD_Billions,GDP_Growth_Pct,Inflation_Rate
2017-11-30,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,57.4,153.7652,94.38,6.46,7.7
2017-12-01,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,60.46,153.7652,94.38,6.46,7.7
2017-12-02,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,60.46,153.7652,94.38,6.46,7.7
2017-12-03,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,60.46,153.7652,94.38,6.46,7.7
2017-12-04,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,60.46,153.6882,94.38,6.46,7.7
2017-12-05,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,60.46,153.6153,94.38,6.46,7.7
2017-12-06,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,60.46,153.3869,94.38,6.46,7.7
2017-12-07,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,60.46,153.3314,94.38,6.46,7.7
2017-12-08,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,60.46,153.3593,94.38,6.46,7.7
2017-12-09,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,60.46,153.3593,94.38,6.46,7.7
2017-12-10,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,60.46,153.3593,94.38,6.46,7.7
2017-12-11,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,60.46,153.17,94.38,6.46,7.7
2017-12-12,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,60.46,153.0573,94.38,6.46,7.7
2017-12-13,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,60.46,153.0136,94.38,6.46,7.7
2017-12-14,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,60.46,153.1463,94.38,6.46,7.7
2017-12-15,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,60.46,153.3441,94.38,6.46,7.7
2017-12-16,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,60.46,153.3441,94.38,6.46,7.7
2017-12-17,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,60.46,153.3441,94.38,6.46,7.7
2017-12-18,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,60.46,153.2297,94.38,6.46,7.7
2017-12-19,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,60.46,153.1593,94.38,6.46,7.7
2017-12-20,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,60.46,153.1487,94.38,6.46,7.7
2017-12-21,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,60.46,153.0594,94.38,6.46,7.7
2017-12-22,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,60.46,152.9524,94.38,6.46,7.7
2017-12-23,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,60.46,152.9524,94.38,6.46,7.7
2017-12-24,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,60.46,152.9524,94.38,6.46,7.7
2017-12-25,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,60.46,152.9524,94.38,6.46,7.7
2017-12-26,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,60.46,152.942,94.38,6.46,7.7
2017-12-27,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,60.46,152.7775,94.38,6.46,7.7
2017-12-28,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,60.46,152.6243,94.38,6.46,7.7
2017-12-29,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,60.46,152.8548,94.38,6.46,7.7
2017-12-30,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,60.46,152.8548,94.38,6.46,7.7
2017-12-31,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,60.46,152.8548,94.38,6.46,7.7
2018-01-01,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.82,152.8548,94.49,2.31,2.14
2018-01-02,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.82,153.4697,94.49,2.31,2.14
2018-01-03,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.82,153.6377,94.49,2.31,2.14
2018-01-04,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.82,153.7699,94.49,2.31,2.14
2018-01-05,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.82,153.6506,94.49,2.31,2.14
2018-01-06,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.82,153.6506,94.49,2.31,2.14
2018-01-07,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.82,153.6506,94.49,2.31,2.14
2018-01-08,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.82,153.5567,94.49,2.31,2.14
2018-01-09,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.82,153.8052,94.49,2.31,2.14
2018-01-10,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.82,153.8203,94.49,2.31,2.14
2018-01-11,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.82,153.7661,94.49,2.31,2.14
2018-01-12,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.82,153.781,94.49,2.31,2.14
2018-01-13,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.82,153.781,94.49,2.31,2.14
2018-01-14,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.82,153.781,94.49,2.31,2.14
2018-01-15,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.82,153.781,94.49,2.31,2.14
2018-01-16,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.82,153.91,94.49,2.31,2.14
2018-01-17,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.82,153.9215,94.49,2.31,2.14
2018-01-18,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.82,153.8569,94.49,2.31,2.14
2018-01-19,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.82,153.8803,94.49,2.31,2.14
2018-01-20,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.82,153.8803,94.49,2.31,2.14
2018-01-21,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.82,153.8803,94.49,2.31,2.14
2018-01-22,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.82,153.9447,94.49,2.31,2.14
2018-01-23,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.82,154.0135,94.49,2.31,2.14
2018-01-24,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.82,154.0688,94.49,2.31,2.14
2018-01-25,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.82,153.9389,94.49,2.31,2.14
2018-01-26,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.82,153.7388,94.49,2.31,2.14
2018-01-27,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.82,153.7388,94.49,2.31,2.14
2018-01-28,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.82,153.7388,94.49,2.31,2.14
2018-01-29,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.82,153.7329,94.49,2.31,2.14
2018-01-30,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.82,153.7682,94.49,2.31,2.14
2018-01-31,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.82,153.7682,94.49,2.31,2.14
2018-02-01,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,61.43,153.9449,94.49,2.31,2.14
2018-02-02,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,61.43,154.1543,94.49,2.31,2.14
2018-02-03,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,61.43,154.1543,94.49,2.31,2.14
2018-02-04,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,61.43,154.1543,94.49,2.31,2.14
2018-02-05,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,61.43,154.1543,94.49,2.31,2.14
2018-02-06,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,61.43,154.2579,94.49,2.31,2.14
2018-02-07,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,61.43,154.5527,94.49,2.31,2.14
2018-02-08,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,61.43,154.5862,94.49,2.31,2.14
2018-02-09,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,61.43,154.4876,94.49,2.31,2.14
2018-02-10,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,61.43,154.4876,94.49,2.31,2.14
2018-02-11,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,61.43,154.4876,94.49,2.31,2.14
2018-02-12,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,61.43,154.3075,94.49,2.31,2.14
2018-02-13,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,61.43,154.3075,94.49,2.31,2.14
2018-02-14,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,61.43,154.7384,94.49,2.31,2.14
2018-02-15,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,61.43,155.5955,94.49,2.31,2.14
2018-02-16,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,61.43,155.3239,94.49,2.31,2.14
2018-02-17,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,61.43,155.3239,94.49,2.31,2.14
2018-02-18,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,61.43,155.3239,94.49,2.31,2.14
2018-02-19,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,61.43,155.0773,94.49,2.31,2.14
2018-02-20,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,61.43,155.2901,94.49,2.31,2.14
2018-02-21,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,61.43,155.3787,94.49,2.31,2.14
2018-02-22,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,61.43,155.3944,94.49,2.31,2.14
2018-02-23,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,61.43,155.2255,94.49,2.31,2.14
2018-02-24,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,61.43,155.2255,94.49,2.31,2.14
2018-02-25,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,61.43,155.2255,94.49,2.31,2.14
2018-02-26,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,61.43,155.2474,94.49,2.31,2.14
2018-02-27,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,61.43,155.0075,94.49,2.31,2.14
2018-02-28,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,61.43,154.8718,94.49,2.31,2.14
2018-03-01,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.87,154.8718,94.49,2.31,2.14
2018-03-02,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.87,154.978,94.49,2.31,2.14
2018-03-03,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.87,154.978,94.49,2.31,2.14
2018-03-04,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.87,154.978,94.49,2.31,2.14
2018-03-05,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.87,155.2269,94.49,2.31,2.14
2018-03-06,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.87,155.1488,94.49,2.31,2.14
2018-03-07,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.87,155.0849,94.49,2.31,2.14
2018-03-08,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.87,155.2665,94.49,2.31,2.14
2018-03-09,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.87,155.5392,94.49,2.31,2.14
2018-03-10,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.87,155.5392,94.49,2.31,2.14
2018-03-11,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.87,155.5392,94.49,2.31,2.14
2018-03-12,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.87,155.478,94.49,2.31,2.14
2018-03-13,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.87,155.6067,94.49,2.31,2.14
2018-03-14,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.87,155.7566,94.49,2.31,2.14
2018-03-15,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.87,155.8155,94.49,2.31,2.14
2018-03-16,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.87,155.9768,94.49,2.31,2.14
2018-03-17,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.87,155.9768,94.49,2.31,2.14
2018-03-18,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.87,155.9768,94.49,2.31,2.14
2018-03-19,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.87,156.0808,94.49,2.31,2.14
2018-03-20,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.87,156.1535,94.49,2.31,2.14
2018-03-21,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.87,156.1578,94.49,2.31,2.14
2018-03-22,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.87,155.9482,94.49,2.31,2.14
2018-03-23,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.87,156.0539,94.49,2.31,2.14
2018-03-24,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.87,156.0539,94.49,2.31,2.14
2018-03-25,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.87,156.0539,94.49,2.31,2.14
2018-03-26,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.87,156.1428,94.49,2.31,2.14
2018-03-27,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.87,156.1261,94.49,2.31,2.14
2018-03-28,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.87,156.0632,94.49,2.31,2.14
2018-03-29,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.87,155.9725,94.49,2.31,2.14
2018-03-30,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.87,155.9725,94.49,2.31,2.14
2018-03-31,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,64.87,155.9725,94.49,2.31,2.14
2018-04-01,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,68.56,155.9725,94.49,2.31,2.14
2018-04-02,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,68.56,155.8286,94.49,2.31,2.14
2018-04-03,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,68.56,155.3218,94.49,2.31,2.14
2018-04-04,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,68.56,155.4869,94.49,2.31,2.14
2018-04-05,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,68.56,156.0464,94.49,2.31,2.14
2018-04-06,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,68.56,155.5234,94.49,2.31,2.14
2018-04-07,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,68.56,155.5234,94.49,2.31,2.14
2018-04-08,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,68.56,155.5234,94.49,2.31,2.14
2018-04-09,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,68.56,155.5327,94.49,2.31,2.14
2018-04-10,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,68.56,155.5146,94.49,2.31,2.14
2018-04-11,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,68.56,155.5679,94.49,2.31,2.14
2018-04-12,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,68.56,155.7097,94.49,2.31,2.14
2018-04-13,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,68.56,155.7097,94.49,2.31,2.14
2018-04-14,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,68.56,155.7097,94.49,2.31,2.14
2018-04-15,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,68.56,155.7097,94.49,2.31,2.14
2018-04-16,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,68.56,155.7456,94.49,2.31,2.14
2018-04-17,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,68.56,155.9267,94.49,2.31,2.14
2018-04-18,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,68.56,156.3307,94.49,2.31,2.14
2018-04-19,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,68.56,156.422,94.49,2.31,2.14
2018-04-20,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,68.56,156.2545,94.49,2.31,2.14
2018-04-21,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,68.56,156.2545,94.49,2.31,2.14
2018-04-22,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,68.56,156.2545,94.49,2.31,2.14
2018-04-23,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,68.56,156.3441,94.49,2.31,2.14
2018-04-24,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,68.56,156.7727,94.49,2.31,2.14
2018-04-25,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,68.56,157.1356,94.49,2.31,2.14
2018-04-26,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,68.56,157.4628,94.49,2.31,2.14
2018-04-27,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,68.56,157.6459,94.49,2.31,2.14
2018-04-28,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,68.56,157.6459,94.49,2.31,2.14
2018-04-29,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,68.56,157.6459,94.49,2.31,2.14
2018-04-30,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,68.56,157.6459,94.49,2.31,2.14
2018-05-01,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,66.98,157.4737,94.49,2.31,2.14
2018-05-02,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,66.98,157.7642,94.49,2.31,2.14
2018-05-03,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,66.98,157.7781,94.49,2.31,2.14
2018-05-04,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,66.98,157.8326,94.49,2.31,2.14
2018-05-05,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,66.98,157.8326,94.49,2.31,2.14
2018-05-06,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,66.98,157.8326,94.49,2.31,2.14
2018-05-07,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,66.98,157.8326,94.49,2.31,2.14
2018-05-08,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,66.98,157.7261,94.49,2.31,2.14
2018-05-09,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,66.98,157.5276,94.49,2.31,2.14
2018-05-10,128.0,117.0,95.0,110.0,49.0,88.0,82.2,80.0,90.0,66.98,157.7914,94.49,2.31,2.14
2018-05-11,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0,66.98,157.8791,94.49,2.31,2.14
2018-05-12,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0,66.98,157.8791,94.49,2.31,2.14
2018-05-13,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0,66.98,157.8791,94.49,2.31,2.14
2018-05-14,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0,66.98,157.8822,94.49,2.31,2.14
2018-05-15,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0,66.98,157.9215,94.49,2.31,2.14
2018-05-16,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0,66.98,158.0362,94.49,2.31,2.14
2018-05-17,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0,66.98,158.5077,94.49,2.31,2.14
2018-05-18,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0,66.98,158.0664,94.49,2.31,2.14
2018-05-19,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0,66.98,158.0664,94.49,2.31,2.14
2018-05-20,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0,66.98,158.0664,94.49,2.31,2.14
2018-05-21,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0,66.98,157.8118,94.49,2.31,2.14
2018-05-22,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0,66.98,157.8376,94.49,2.31,2.14
2018-05-23,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0,66.98,157.8943,94.49,2.31,2.14
2018-05-24,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0,66.98,157.9682,94.49,2.31,2.14
2018-05-25,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0,66.98,158.0561,94.49,2.31,2.14
2018-05-26,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0,66.98,158.0561,94.49,2.31,2.14
2018-05-27,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0,66.98,158.0561,94.49,2.31,2.14
2018-05-28,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0,66.98,158.0433,94.49,2.31,2.14
2018-05-29,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0,66.98,158.0433,94.49,2.31,2.14
2018-05-30,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0,66.98,157.9986,94.49,2.31,2.14
2018-05-31,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0,66.98,158.09,94.49,2.31,2.14
2018-06-01,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0,74.13,158.1255,94.49,2.31,2.14
2018-06-02,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0,74.13,158.1255,94.49,2.31,2.14
2018-06-03,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0,74.13,158.1255,94.49,2.31,2.14
2018-06-04,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0,74.13,158.5905,94.49,2.31,2.14
2018-06-05,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0,74.13,158.5126,94.49,2.31,2.14
2018-06-06,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0,74.13,158.5708,94.49,2.31,2.14
2018-06-07,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0,74.13,158.636,94.49,2.31,2.14
2018-06-08,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0,74.13,158.8323,94.49,2.31,2.14
2018-06-09,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0,74.13,158.8323,94.49,2.31,2.14
2018-06-10,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0,74.13,158.8323,94.49,2.31,2.14
2018-06-11,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0,74.13,158.9143,94.49,2.31,2.14
2018-06-12,148.0,137.0,109.0,119.0,101.0,110.0,82.2,80.0,90.0,74.13,159.1135,94.49,2.31,2.14
2018-06-13,148.0,137.0,109.0,119.0,70.0,110.0,82.2,80.0,90.0,74.13,159.6587,94.49,2.31,2.14
2018-06-14,148.0,137.0,109.0,119.0,70.0,110.0,82.2,80.0,90.0,74.13,159.6003,94.49,2.31,2.14
2018-06-15,148.0,137.0,109.0,119.0,70.0,110.0,82.2,80.0,90.0,74.13,159.6003,94.49,2.31,2.14
2018-06-16,148.0,137.0,109.0,119.0,70.0,110.0,82.2,80.0,90.0,74.13,159.6003,94.49,2.31,2.14
2018-06-17,148.0,137.0,109.0,119.0,70.0,110.0,82.2,80.0,90.0,74.13,159.6003,94.49,2.31,2.14
2018-06-18,148.0,137.0,109.0,119.0,70.0,110.0,82.2,80.0,90.0,74.13,159.8809,94.49,2.31,2.14
2018-06-19,148.0,137.0,109.0,119.0,70.0,110.0,82.2,80.0,90.0,74.13,159.8239,94.49,2.31,2.14
2018-06-20,148.0,137.0,109.0,119.0,70.0,110.0,82.2,80.0,90.0,74.13,159.8939,94.49,2.31,2.14
2018-06-21,148.0,137.0,109.0,119.0,70.0,110.0,82.2,80.0,90.0,74.13,160.0279,94.49,2.31,2.14
2018-06-22,148.0,137.0,109.0,119.0,70.0,110.0,82.2,80.0,90.0,74.13,159.6106,94.49,2.31,2.14
2018-06-23,148.0,137.0,109.0,119.0,70.0,110.0,82.2,80.0,90.0,74.13,159.6106,94.49,2.31,2.14
2018-06-24,148.0,137.0,109.0,119.0,70.0,110.0,82.2,80.0,90.0,74.13,159.6106,94.49,2.31,2.14
2018-06-25,148.0,137.0,109.0,119.0,70.0,110.0,82.2,80.0,90.0,74.13,158.9913,94.49,2.31,2.14
2018-06-26,148.0,137.0,109.0,119.0,70.0,110.0,82.2,80.0,90.0,74.13,158.6426,94.49,2.31,2.14
2018-06-27,148.0,137.0,109.0,119.0,70.0,110.0,82.2,80.0,90.0,74.13,158.6426,94.49,2.31,2.14
2018-06-28,148.0,137.0,109.0,119.0,70.0,110.0,82.2,80.0,90.0,74.13,158.6676,94.49,2.31,2.14
2018-06-29,148.0,137.0,109.0,119.0,70.0,110.0,82.2,80.0,90.0,74.13,158.2569,94.49,2.31,2.14
2018-06-30,148.0,137.0,109.0,119.0,70.0,110.0,82.2,80.0,90.0,74.13,158.2569,94.49,2.31,2.14
2018-07-01,148.0,137.0,109.0,119.0,70.0,110.0,82.2,80.0,90.0,69.88,158.2569,94.49,2.31,2.14
2018-07-02,148.0,137.0,109.0,119.0,70.0,110.0,82.2,80.0,90.0,69.88,158.3634,94.49,2.31,2.14
2018-07-03,148.0,137.0,109.0,119.0,70.0,110.0,82.2,80.0,90.0,69.88,158.4435,94.49,2.31,2.14
2018-07-04,148.0,137.0,109.0,119.0,70.0,110.0,82.2,80.0,90.0,69.88,158.4355,94.49,2.31,2.14
